EmployeeID,Age,Gender,Department,JobRole,Education,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,Date_of_Joining,OverTime,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,TrainingTimesLastYear,PerformanceRating,Onboarding_Status,Attrition
EMP00178,40,Male,Operations,Sales Associate,Associate's Degree,2753.89,41,300,19053,2023-10-13,No,2.6,2,2,2,3,2,3,3,4,Completed,No
EMP00179,24,Female,Specialist,Customer Service Representative,PhD,2570.37,57,466,17079,2025-07-08,No,0.9,0,0,0,4,2,4,2,3,Completed,No
EMP00180,39,Female,Operations,Sales Associate,Master's Degree,2320.9,33,271,15208,2018-07-16,No,7.9,1,5,7,1,2,1,1,3,Completed,No
EMP00181,32,Male,Operations,Sales Associate,High School,3447.72,55,479,15620,2025-02-01,No,1.3,1,1,1,4,4,4,1,3,Completed,No
EMP00182,19,Female,Operations,Sales Associate,Associate's Degree,3371.22,70,586,17640,2015-03-15,No,11.2,3,1,3,4,4,4,6,3,In Progress,No
EMP00183,38,Male,Specialist,Customer Service Representative,Master's Degree,2653.96,42,319,2000,2023-12-05,No,2.5,2,0,0,3,3,2,2,3,Completed,No
EMP00184,33,Female,Operations,Store Manager,High School,8578.26,66,515,13986,2021-04-28,No,5.1,2,0,1,4,3,1,2,3,Completed,No
EMP00185,26,Female,Operations,Cashier,Master's Degree,2296.57,41,276,15380,2016-07-05,No,9.9,4,4,8,3,1,2,1,4,Completed,No
EMP00186,39,Female,Operations,Sales Associate,High School,3302.11,11,90,2198,2018-03-30,No,8.2,3,8,4,1,3,2,2,3,Pending,No
EMP00187,38,Female,Operations,Cashier,Bachelor's Degree,2471.25,22,205,10939,2017-04-19,Yes,9.1,2,4,7,3,3,4,2,3,Completed,No
EMP00188,28,Male,Operations,Sales Associate,Associate's Degree,2368.86,23,165,11811,2016-02-20,No,10.3,2,4,2,4,3,3,2,3,Completed,Yes
EMP00189,38,Male,Operations,Sales Associate,Bachelor's Degree,2763.83,57,429,17812,2018-06-15,No,8.0,7,0,1,3,4,3,3,2,In Progress,No
EMP00190,44,Male,Operations,Sales Associate,Bachelor's Degree,3115.84,64,494,16360,2023-09-15,No,2.7,0,1,0,3,4,2,6,2,Completed,No
EMP00191,26,Male,Specialist,IT Support Specialist,Associate's Degree,,69,526,18059,2023-05-09,No,3.1,1,2,2,3,3,2,2,3,Completed,No
EMP00192,37,Male,Executive,Store Manager,High School,7238.63,63,453,14411,2021-01-01,No,5.4,4,5,3,1,3,3,2,4,Completed,No
EMP00193,34,Male,Operations,Sales Associate,Bachelor's Degree,2722.92,52,400,10500,2015-11-26,No,10.5,8,6,1,3,3,4,2,3,Pending,No
EMP00194,56,Male,Operations,Cashier,Bachelor's Degree,2294.12,45,382,16442,2021-02-26,No,5.3,2,0,4,4,2,,2,3,Completed,No
EMP00195,18,Male,Operations,Sales Associate,Bachelor's Degree,3075.41,32,254,17949,2019-11-19,No,6.5,3,2,4,1,3,4,5,3,Completed,No
EMP00196,40,Male,Operations,Cashier,High School,2457.94,50,410,21197,2017-11-26,Yes,8.5,5,0,5,3,2,2,4,3,Completed,No
EMP00197,30,Female,Operations,Cashier,Master's Degree,2460.33,72,603,16198,2018-09-23,No,7.7,4,3,4,4,4,3,2,1,Completed,No
EMP00198,32,Female,Operations,Sales Associate,Associate's Degree,2684.12,43,267,10191,2022-01-10,Yes,4.4,4,2,0,3,2,3,2,3,Completed,Yes
EMP00199,53,Male,Finance,Accountant,Bachelor's Degree,,54,465,15398,2022-03-09,No,4.2,0,1,2,4,3,4,4,3,Pending,No
EMP00200,33,Male,Operations,Sales Associate,High School,3145.43,18,142,18305,2022-08-15,No,3.8,2,3,1,4,2,4,3,4,Completed,No
EMP00201,56,Male,Executive,Store Manager,Master's Degree,9072.04,47,368,8016,2015-12-19,No,10.4,5,5,2,4,2,2,2,4,Completed,No
EMP00202,29,Female,Specialist,Customer Service Representative,High School,2482.22,10,80,17700,2022-06-08,No,4.0,4,1,3,3,3,1,2,3,Completed,Yes
EMP00203,37,Female,Specialist,Warehouse Associate,Associate's Degree,3291.03,50,415,10012,2019-06-06,No,7.0,2,6,1,2,4,3,2,2,Pending,No
EMP00204,29,Male,Operations,Sales Associate,Master's Degree,2932.65,34,281,10137,2017-02-02,Yes,9.3,6,4,9,4,4,4,0,3,Completed,No
EMP00205,27,Female,Operations,Cashier,Bachelor's Degree,2696.53,64,547,13092,2019-03-13,Yes,7.2,7,5,6,3,4,2,6,2,Completed,No
EMP00206,34,Male,Operations,Sales Associate,High School,2727.75,58,449,12033,2015-09-28,No,10.7,10,3,9,3,2,2,3,3,Pending,No
EMP00207,31,Male,Operations,Sales Associate,Bachelor's Degree,3091.24,68,541,12595,2015-04-30,No,11.1,0,6,7,1,4,4,2,1,Completed,No
EMP00208,36,Female,Operations,Sales Associate,High School,2979.19,37,343,15234,2017-12-09,No,8.5,6,6,2,3,3,4,4,3,Completed,No
EMP00209,18,Male,Specialist,Warehouse Associate,Bachelor's Degree,2882.55,69,559,7105,2015-09-18,No,10.7,7,0,2,2,3,3,4,3,Completed,No
EMP00210,54,Male,Operations,Sales Associate,Associate's Degree,2788.32,34,260,6147,2016-10-10,No,9.6,2,6,0,4,2,4,2,4,Completed,No
EMP00211,32,Female,Operations,Cashier,Bachelor's Degree,2597.93,68,556,13660,2016-08-28,No,9.8,6,7,2,2,4,3,3,4,Pending,No
EMP00212,51,Male,Operations,Sales Associate,Master's Degree,3398.54,24,209,13990,2020-03-30,Yes,6.2,4,1,1,3,3,4,3,3,Completed,No
EMP00213,23,Male,Operations,Sales Associate,High School,3086.5,95,725,10945,2020-04-24,No,6.1,4,0,6,3,3,3,2,4,Pending,No
EMP00214,36,Male,Operations,Sales Associate,Associate's Degree,3463.38,53,481,20994,2018-06-20,No,7.9,5,5,1,3,4,4,2,3,In Progress,No
EMP00215,65,Male,Operations,Sales Associate,High School,3261.79,21,176,22404,2016-01-25,No,10.3,2,3,4,3,2,,6,3,Completed,No
EMP00216,25,Female,Operations,Sales Associate,High School,3331.2,59,480,20897,2018-05-25,Yes,8.0,4,2,6,1,4,3,4,3,Pending,No
EMP00217,19,Female,Operations,Sales Associate,High School,3490.01,30,266,14927,2024-04-19,No,2.1,0,0,0,4,3,2,3,3,,No
EMP00218,28,Female,Specialist,IT Support Specialist,High School,4065.09,29,196,22751,2018-03-03,Yes,8.2,8,2,8,2,3,4,4,3,Completed,No
EMP00219,38,Male,Finance,Accountant,Associate's Degree,4240.5,72,577,9267,2015-01-06,No,11.4,2,9,5,4,4,3,2,3,Completed,No
EMP00220,40,Female,Operations,Cashier,Bachelor's Degree,2398.68,55,419,17803,2024-05-17,Yes,2.0,2,0,2,4,3,3,4,4,In Progress,No
EMP00221,46,Female,Operations,Cashier,Associate's Degree,2428.37,51,371,19883,2016-11-03,No,9.6,3,0,7,3,1,3,3,3,Completed,No
EMP00222,31,Male,Specialist,Customer Service Representative,Associate's Degree,2832.47,50,446,12517,2016-11-04,No,9.6,5,0,4,3,4,3,3,3,Completed,No
EMP00223,18,Male,Specialist,Warehouse Associate,Associate's Degree,3373.02,75,629,19013,2016-04-21,No,10.1,0,7,3,2,2,3,2,3,,No
EMP00224,29,Female,Operations,Sales Associate,Bachelor's Degree,3141.97,46,356,20408,2024-07-02,No,1.9,0,0,1,3,3,4,3,3,Completed,No
EMP00225,46,Female,Executive,Store Manager,Bachelor's Degree,8575.97,47,363,22251,2016-02-24,No,10.3,3,1,4,1,4,4,3,2,Completed,No
EMP00226,38,Female,Finance,Accountant,High School,4475.69,13,121,13028,2022-08-17,Yes,3.8,3,0,2,4,3,3,6,3,Pending,No
EMP00227,18,Female,Operations,Cashier,High School,2202.94,54,388,16114,2015-09-09,Yes,10.7,8,9,2,4,3,2,1,3,Completed,No
EMP00228,33,Female,Operations,Sales Associate,High School,2952.95,12,80,18071,2024-11-16,Yes,1.5,1,1,0,3,4,3,2,3,Pending,Yes
EMP00229,47,Female,Specialist,IT Support Specialist,High School,5315.41,61,508,9002,2020-09-19,No,5.7,5,4,0,4,2,,2,3,Completed,No
EMP00230,55,Female,Finance,Accountant,Master's Degree,5472.14,49,388,16585,2016-03-19,Yes,10.2,0,0,2,,4,4,3,1,Completed,No
EMP00231,39,Male,Operations,Cashier,Associate's Degree,2424.4,13,113,11776,2016-04-30,No,10.1,3,7,3,3,4,4,3,3,Completed,No
EMP00232,37,Male,Operations,Sales Associate,Bachelor's Degree,2846.75,65,513,13526,2016-05-07,No,10.1,10,8,5,3,4,4,6,3,Completed,No
EMP00233,21,Female,Specialist,IT Support Specialist,High School,5156.09,33,244,11948,2021-07-21,Yes,4.9,3,4,0,4,4,4,2,4,Completed,No
EMP00234,25,Male,Specialist,IT Support Specialist,High School,4267.17,53,424,13309,2016-07-02,No,9.9,2,8,0,3,2,4,3,3,Completed,No
EMP00235,34,Female,Operations,Stocker,Master's Degree,2241.82,45,380,11603,2022-09-18,No,3.7,0,1,0,2,4,3,3,3,Pending,Yes
EMP00236,39,Male,Operations,Cashier,High School,2368.89,18,162,14391,2016-04-16,No,10.1,2,4,6,2,4,3,3,2,Completed,No
EMP00237,39,Male,Operations,Sales Associate,Associate's Degree,3303.42,46,370,16220,2019-01-23,No,7.3,3,5,7,1,1,2,3,2,Completed,Yes
EMP00238,29,Male,Specialist,Warehouse Associate,High School,3359.1,47,389,15987,2016-09-01,Yes,9.7,3,7,8,3,2,3,3,3,Completed,No
EMP00239,22,Male,Operations,Sales Associate,PhD,2663.61,43,365,24004,2015-05-12,Yes,11.0,2,3,7,3,3,3,3,3,Completed,No
EMP00240,26,Female,Operations,Sales Associate,High School,3381.24,76,582,3912,2015-01-13,Yes,11.4,8,0,10,4,2,2,2,3,Completed,No
EMP00241,22,Female,Operations,Cashier,Bachelor's Degree,2462.92,55,434,20642,2015-02-27,No,11.3,11,1,11,3,4,2,4,3,Completed,No
EMP00242,40,Male,Operations,Sales Associate,High School,2932.19,15,120,9188,2021-08-07,No,4.8,3,0,4,1,3,4,2,3,In Progress,No
EMP00243,18,Female,Operations,Cashier,High School,2409.33,65,543,14090,2025-03-21,Yes,1.2,0,1,0,3,4,3,3,4,Completed,No
EMP00244,30,Male,Operations,Sales Associate,Bachelor's Degree,2991.59,44,321,10069,2016-04-11,No,10.1,10,1,1,4,1,3,3,3,Completed,No
EMP00245,38,Male,Operations,Sales Associate,Associate's Degree,2827.95,62,482,16168,2023-04-04,No,3.2,0,2,3,1,3,4,5,3,Completed,No
EMP00246,49,Female,Operations,Stocker,High School,2668.81,19,145,10561,2021-05-02,No,5.1,3,2,5,3,3,4,5,4,Completed,No
EMP00247,34,Male,Operations,Sales Associate,Master's Degree,2971.8,37,304,13778,2019-11-09,No,6.6,1,0,2,4,1,2,2,2,Pending,No
EMP00248,44,Male,Finance,Accountant,Bachelor's Degree,4129.97,51,395,13319,2018-11-19,No,7.5,5,1,1,3,4,4,6,3,Pending,No
EMP00249,30,Male,Operations,Sales Associate,PhD,2899.47,40,305,5265,2023-07-12,No,2.9,1,1,0,4,3,3,2,2,Completed,No
EMP00250,26,Female,Operations,Cashier,Associate's Degree,2192.95,10,80,13761,2019-10-02,No,6.7,3,2,0,4,3,3,2,3,Pending,No
EMP00251,27,Male,Operations,Cashier,Bachelor's Degree,2756.71,33,260,20981,2022-12-21,Yes,3.4,0,0,3,2,3,3,2,2,Completed,Yes
EMP00252,49,Male,Operations,Cashier,Bachelor's Degree,2601.05,62,492,21990,2020-09-24,No,5.7,3,5,3,1,4,4,3,3,In Progress,No
EMP00253,43,Female,Operations,Cashier,Associate's Degree,2394.65,58,453,11794,2018-08-05,No,7.8,1,4,0,2,4,2,3,4,Completed,No
EMP00254,38,Female,Operations,Sales Associate,Associate's Degree,2552.22,29,258,19236,2017-12-10,No,8.5,3,6,4,3,2,2,0,4,Completed,Yes
EMP00255,65,Female,Operations,Sales Associate,Bachelor's Degree,2755.92,23,154,10041,2024-03-01,No,2.2,0,1,0,3,2,4,2,3,Completed,No
EMP00256,33,Female,Operations,Assistant Store Manager,Bachelor's Degree,5352.73,23,166,16138,2019-04-02,No,7.2,4,7,0,3,4,2,2,3,In Progress,No
EMP00257,40,Male,Operations,Sales Associate,High School,3473.14,48,389,7846,2023-03-21,No,3.2,1,3,3,3,2,2,0,3,Completed,No
EMP00258,37,Female,Specialist,Warehouse Associate,Associate's Degree,3049.28,53,451,16575,2020-12-04,No,5.5,4,0,0,3,1,4,2,2,In Progress,No
EMP00259,31,Male,Operations,Cashier,High School,2484.39,35,249,13981,2017-03-25,Yes,9.2,3,1,4,4,2,3,6,3,Completed,Yes
EMP00260,57,Female,Operations,Sales Associate,Bachelor's Degree,2901.78,37,325,18953,2018-06-09,No,8.0,4,6,8,2,4,4,2,2,Completed,No
EMP00261,49,Male,Finance,Accountant,Associate's Degree,5921.37,79,649,14325,2018-02-04,Yes,8.3,6,5,6,2,2,1,5,3,,No
EMP00262,20,Female,Finance,Financial Analyst,Associate's Degree,5377.0,84,659,20790,2024-08-31,No,1.7,1,0,0,4,4,2,3,3,Completed,No
EMP00263,30,Male,Executive,Store Manager,High School,9923.22,82,653,19343,2020-04-18,No,6.1,2,6,6,4,4,2,2,2,Completed,No
EMP00264,38,Female,Finance,Accountant,High School,5372.93,41,354,13594,2020-10-05,No,5.6,1,1,2,3,3,3,4,4,Completed,No
EMP00265,41,Female,Operations,Cashier,Associate's Degree,2214.58,61,492,7400,2025-09-14,Yes,0.7,0,0,0,3,2,2,0,3,Pending,Yes
EMP00266,20,Male,Operations,Cashier,High School,2396.51,67,557,11052,2025-12-03,No,0.5,0,0,0,3,3,2,3,2,Completed,No
EMP00267,18,Male,Operations,Sales Associate,High School,2623.87,10,80,25000,2023-04-08,No,3.1,1,3,1,2,3,2,1,4,Completed,No
EMP00268,18,Female,Operations,Sales Associate,Bachelor's Degree,3060.29,42,296,11623,2021-09-22,No,4.7,0,2,1,4,4,4,4,3,Completed,No
EMP00269,33,Female,Operations,Stocker,High School,2733.17,13,136,8635,2025-07-31,No,0.8,0,0,0,2,3,3,3,3,Completed,No
EMP00270,32,Female,Operations,Sales Associate,High School,3495.38,19,157,17220,2020-04-16,No,6.1,4,1,0,3,4,4,2,3,Completed,No
EMP00271,37,Male,Operations,Cashier,Bachelor's Degree,2302.76,69,554,11396,2016-05-11,Yes,10.1,7,8,3,3,3,3,2,3,Completed,Yes
EMP00272,26,Female,Operations,Cashier,Associate's Degree,2231.11,29,242,12096,2017-01-11,No,9.4,0,5,5,1,4,4,3,1,In Progress,No
EMP00273,21,Male,Specialist,Logistics Coordinator,Bachelor's Degree,4331.62,10,94,20995,2024-12-03,Yes,1.5,1,1,0,4,1,3,2,3,Pending,No
EMP00274,18,Female,Operations,Sales Associate,Bachelor's Degree,3444.98,30,216,17490,2020-05-18,Yes,6.0,0,1,1,2,1,4,2,3,Completed,Yes
EMP00275,37,Female,Specialist,IT Support Specialist,Bachelor's Degree,4687.9,49,355,19355,2024-09-06,Yes,1.7,0,0,1,3,2,3,2,3,Completed,No
EMP00276,37,Male,Operations,Stocker,Associate's Degree,2678.07,86,664,20257,2019-12-09,No,6.5,1,0,4,,4,2,0,3,Completed,No
EMP00277,43,Female,Finance,Accountant,Master's Degree,4459.3,75,602,6534,2022-03-14,Yes,4.2,3,2,3,3,4,2,2,3,Completed,No
EMP00278,41,Female,Specialist,Logistics Coordinator,High School,4074.56,32,277,23619,2019-06-15,No,7.0,3,3,2,2,3,3,4,4,In Progress,No
EMP00279,32,Male,Finance,Accountant,Associate's Degree,5371.68,28,193,14560,2020-03-28,Yes,6.2,1,2,0,4,4,3,3,3,Completed,No
EMP00280,47,Male,Operations,Cashier,Bachelor's Degree,2348.41,24,212,13510,2017-01-13,No,9.4,1,5,6,4,3,3,3,3,Pending,No
EMP00281,32,Male,Operations,Stocker,PhD,2907.32,37,283,12709,2020-05-08,Yes,6.1,1,2,2,4,2,4,3,4,Completed,No
EMP00282,27,Female,Finance,Accountant,Bachelor's Degree,5104.68,48,388,8642,2015-09-24,Yes,10.7,7,4,8,3,1,3,6,2,Completed,No
EMP00283,28,Male,Specialist,Customer Service Representative,High School,3348.09,16,161,3985,2022-12-09,No,3.5,3,3,0,1,3,3,2,3,Completed,No
EMP00284,28,Female,Operations,Cashier,Master's Degree,2617.35,10,80,17222,2015-05-09,No,11.1,10,4,0,4,3,4,1,3,Completed,No
EMP00285,18,Female,Operations,Sales Associate,High School,2465.5,49,430,19818,2022-01-10,No,4.4,1,0,4,3,3,3,4,4,Completed,No
EMP00286,35,Female,Finance,Accountant,Associate's Degree,4901.95,18,186,14972,2019-10-09,No,6.6,6,2,3,2,3,3,5,3,Completed,No
EMP00287,36,Female,Operations,Cashier,Associate's Degree,2391.51,14,98,25000,2020-01-16,No,6.4,4,4,1,3,2,3,2,3,Completed,No
EMP00288,30,Male,Specialist,Warehouse Associate,High School,3494.48,54,413,12061,2020-10-10,No,5.6,4,4,5,3,4,3,6,4,Completed,No
EMP00289,26,Male,Operations,Assistant Store Manager,Associate's Degree,5438.59,19,172,22114,2020-08-24,No,5.8,1,5,5,4,3,4,3,3,Completed,No
EMP00290,37,Female,Operations,Cashier,High School,2412.27,48,459,8509,2018-10-31,No,7.6,4,4,3,4,4,2,3,2,Completed,No
EMP00291,51,Female,Operations,Sales Associate,High School,3662.41,48,386,11428,2017-03-23,No,9.2,7,5,1,4,3,2,2,4,Completed,Yes
EMP00292,34,Male,Operations,Cashier,High School,2263.73,68,555,11705,2019-12-22,No,6.4,6,6,4,2,3,4,2,3,Completed,Yes
EMP00293,28,Female,Operations,Stocker,High School,2411.29,10,80,16406,2019-08-23,No,6.8,2,3,3,4,4,3,2,4,Completed,No
EMP00294,28,Male,Operations,Sales Associate,Bachelor's Degree,2569.48,66,510,10376,2021-02-14,No,5.3,3,3,5,,3,2,2,4,Completed,Yes
EMP00295,33,Male,Operations,Cashier,Bachelor's Degree,2554.68,52,384,12378,2017-02-10,No,9.3,7,4,4,4,4,3,2,3,Completed,No
EMP00296,21,Female,Operations,Sales Associate,High School,3043.33,68,529,16016,2023-06-26,No,2.9,0,1,0,2,3,2,3,3,Completed,No
EMP00297,32,Male,Executive,Store Manager,High School,7717.44,45,296,8114,2019-06-26,No,6.9,4,4,4,2,1,2,1,3,Completed,No
EMP00298,34,Male,Finance,Finance Manager,Bachelor's Degree,11171.05,48,431,19192,2023-09-13,No,2.7,1,2,1,2,3,3,1,3,In Progress,No
EMP00299,52,Male,Operations,Sales Associate,High School,3040.37,34,246,7549,2015-11-02,No,10.6,10,10,0,2,2,4,2,3,Completed,No
EMP00300,43,Female,Finance,Accountant,High School,4184.66,28,169,17738,2019-05-13,No,7.0,4,7,4,3,4,2,2,3,Completed,No
EMP00301,44,Female,Specialist,Warehouse Associate,High School,2806.82,46,411,7383,2020-11-24,No,5.5,3,0,5,3,4,3,2,2,Completed,No
EMP00302,26,Female,Operations,Sales Associate,Bachelor's Degree,3026.15,72,542,14272,2020-08-31,No,5.7,1,2,5,4,3,2,2,3,Completed,No
EMP00303,40,Male,Operations,Sales Associate,Bachelor's Degree,2432.5,56,431,21520,2018-06-28,No,7.9,3,4,4,4,4,3,2,3,Completed,No
EMP00304,22,Male,Operations,Cashier,Bachelor's Degree,2620.35,31,276,14020,2025-06-14,Yes,1.0,1,0,0,3,4,2,2,4,Completed,No
EMP00305,37,Male,Operations,Sales Associate,High School,3128.19,45,341,2496,2019-07-10,Yes,6.9,0,4,2,4,4,4,2,2,Completed,No
EMP00306,38,Female,Operations,Sales Associate,Associate's Degree,3378.61,71,536,13060,2024-07-13,No,1.9,0,1,1,3,1,3,2,3,Completed,Yes
EMP00307,26,Male,Operations,Stocker,Bachelor's Degree,2799.54,13,134,18545,2016-09-28,Yes,9.7,8,0,3,3,,2,6,3,Pending,No
EMP00308,53,Male,Operations,Cashier,Associate's Degree,2329.6,45,343,15192,2017-01-21,No,9.4,1,9,0,4,4,4,2,2,Completed,No
EMP00309,39,Male,Operations,Sales Associate,Bachelor's Degree,2840.35,33,201,14560,2015-06-28,Yes,10.9,6,8,2,3,4,4,3,3,Completed,No
EMP00310,18,Male,Operations,Sales Associate,Associate's Degree,3413.04,22,121,12651,2020-04-21,No,6.1,1,0,3,2,4,3,2,2,Completed,No
EMP00311,39,Female,Operations,Cashier,High School,2320.37,31,299,21344,2022-03-10,No,4.2,2,4,2,3,4,3,2,3,Completed,Yes
EMP00312,29,Female,Specialist,Warehouse Associate,Bachelor's Degree,3510.43,35,313,13938,2019-08-02,Yes,6.8,2,6,2,4,3,2,2,3,In Progress,Yes
EMP00313,34,Female,Specialist,Customer Service Representative,Bachelor's Degree,3194.09,42,305,17448,2021-08-13,No,4.8,1,0,2,4,3,3,2,4,In Progress,No
EMP00314,38,Male,Specialist,Warehouse Associate,High School,2537.54,37,261,13027,2017-04-27,No,9.1,3,4,5,3,3,3,4,2,In Progress,No
EMP00315,37,Female,Operations,Stocker,High School,2701.99,40,303,16037,2023-01-28,No,3.3,1,2,2,2,4,3,6,3,Completed,No
EMP00316,18,Male,Specialist,Warehouse Associate,Associate's Degree,2929.11,21,203,9038,2025-07-12,No,0.9,0,0,0,2,2,4,2,3,Completed,No
EMP00317,22,Female,Operations,Sales Associate,PhD,3033.97,41,313,10750,2020-04-15,Yes,6.1,1,2,4,4,3,3,3,3,Completed,No
EMP00318,41,Male,Operations,Cashier,High School,2400.65,34,292,17333,2020-03-12,Yes,6.2,4,5,5,,3,2,3,4,Completed,Yes
EMP00319,47,Female,Operations,Stocker,Associate's Degree,2423.62,64,525,9965,2017-11-30,No,8.5,6,3,0,3,4,4,2,3,Completed,No
EMP00320,53,Female,Operations,Cashier,Bachelor's Degree,2320.27,56,476,6296,2018-07-31,No,7.8,5,5,6,4,2,2,3,3,In Progress,No
EMP00321,52,Male,Operations,Stocker,High School,2327.47,55,439,5181,2018-04-26,No,8.1,1,0,3,1,1,4,6,3,Completed,No
EMP00322,18,Male,Operations,Sales Associate,Associate's Degree,2716.84,48,349,22013,2023-05-20,Yes,3.0,3,3,3,1,4,4,1,1,Completed,No
EMP00323,41,Male,Operations,Sales Associate,Bachelor's Degree,2785.13,57,442,19816,2016-08-24,Yes,9.8,2,9,4,1,3,3,2,4,Completed,Yes
EMP00324,18,Female,Executive,District Manager,High School,10919.42,30,228,13935,2023-04-04,No,3.2,3,3,0,4,4,3,2,3,In Progress,No
EMP00325,50,Female,Operations,Sales Associate,Associate's Degree,2937.96,47,385,25000,2015-04-22,No,11.1,10,5,9,2,4,3,2,3,In Progress,No
EMP00326,36,Female,Specialist,Warehouse Associate,Associate's Degree,,21,169,16308,2021-08-24,No,4.8,0,2,1,4,3,4,3,3,Completed,No
EMP00327,22,Female,Specialist,Warehouse Associate,High School,3164.33,10,80,19673,2021-06-24,Yes,4.9,2,2,2,1,3,2,3,3,Completed,Yes
EMP00328,54,Female,Specialist,Warehouse Associate,Associate's Degree,3011.18,62,466,19774,2024-09-01,No,1.7,1,0,0,3,3,3,2,3,Completed,No
EMP00329,40,Female,Operations,Stocker,High School,2290.3,73,596,13134,2022-06-12,No,4.0,3,1,4,2,4,1,2,3,Completed,No
EMP00330,18,Female,Executive,Store Manager,High School,9548.72,25,206,10254,2025-02-23,No,1.3,0,1,1,2,3,2,4,3,Completed,No
EMP00331,36,Male,Specialist,IT Support Specialist,Bachelor's Degree,4754.66,48,405,12492,2020-04-28,No,6.1,4,2,0,3,1,2,2,3,,No
EMP00332,26,Male,Specialist,Warehouse Associate,Associate's Degree,3143.61,44,311,14023,2016-12-28,No,9.4,2,2,5,4,2,3,1,3,Pending,No
EMP00333,35,Male,Operations,Sales Associate,Bachelor's Degree,2839.82,32,256,19645,2017-06-26,No,8.9,4,4,7,1,4,2,3,4,In Progress,No
EMP00334,29,Male,Operations,Stocker,Bachelor's Degree,2467.02,36,265,8116,2022-06-14,No,4.0,0,3,1,3,4,4,2,3,In Progress,No
EMP00335,47,Male,Operations,Stocker,High School,2265.33,44,307,6009,2019-08-30,No,6.7,5,2,3,2,4,3,3,4,Completed,No
EMP00336,19,Female,Operations,Cashier,Bachelor's Degree,2375.58,75,543,15523,2023-04-28,No,3.1,1,0,1,3,3,3,3,4,Completed,Yes
EMP00337,37,Female,Specialist,Customer Service Representative,Bachelor's Degree,2970.0,49,348,15728,2025-03-07,Yes,1.2,0,0,1,2,3,4,2,3,Completed,No
EMP00338,52,Female,Operations,Stocker,Master's Degree,2460.34,37,323,8109,2018-07-19,No,7.9,2,1,7,3,3,3,2,3,Completed,No
EMP00339,25,Female,Operations,Sales Associate,Bachelor's Degree,3099.62,21,137,11622,2020-08-16,Yes,5.8,1,0,2,3,3,1,4,3,In Progress,No
EMP00340,36,Female,Operations,Sales Associate,Associate's Degree,3295.18,43,356,6990,2025-09-20,No,0.7,0,0,0,2,2,2,3,4,Completed,No
EMP00341,36,Male,Operations,Cashier,Associate's Degree,2635.83,53,358,15426,2020-01-29,No,6.3,6,1,3,3,4,3,4,3,Completed,No
EMP00342,27,Female,Operations,Assistant Store Manager,Associate's Degree,4450.39,90,717,21378,2021-01-30,Yes,5.3,2,5,0,1,3,4,3,3,In Progress,No
EMP00343,40,Male,Operations,Stocker,Associate's Degree,2588.86,17,183,18186,2018-02-05,Yes,8.3,3,5,0,3,2,4,1,3,Completed,No
EMP00344,34,Male,Operations,Sales Associate,Bachelor's Degree,2989.7,43,368,9282,2019-06-26,Yes,6.9,6,2,5,2,3,4,5,3,Completed,No
EMP00345,24,Female,Operations,Cashier,High School,2093.55,40,327,13639,2020-03-28,No,6.2,4,5,6,4,3,1,2,3,,No
EMP00346,51,Female,Operations,Cashier,High School,2390.84,23,210,25000,2020-12-25,No,5.4,3,5,4,4,4,1,0,3,Completed,No
EMP00347,41,Female,Operations,Sales Associate,High School,3382.43,72,560,10463,2019-07-18,No,6.9,1,4,2,3,3,3,2,4,Completed,No
EMP00348,32,Male,Operations,Assistant Store Manager,Bachelor's Degree,4793.07,35,280,10364,2023-01-31,No,3.3,1,3,3,3,2,2,3,3,Completed,No
EMP00349,27,Female,Operations,Assistant Store Manager,High School,5592.01,41,357,11675,2021-08-25,No,4.8,2,2,4,1,3,3,2,3,Completed,No
